LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
83287-3,"Unstageable pressure injury due to slough &or eschar not present or at a lesser stage on admission &or reenty",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Unstageable pressure injury due to slough/eschar not present or at a lesser stage on admission/reenty # [CMS Assessment]",{#},2.61,false,"Unstageable pressure injury due to slough &or eschar not present or at a lesser stage on admission &or reenty:Num:Pt:^Patient:Qn:CMS Assessment"
60988-3,Intrachamber,Pres,Pt,Heart.atrium.left,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Left atrial pressure",mm[Hg],2.54,false,Intrachamber:Pres:Pt:Heart.atrium.left:Qn:
60996-6,Intrachamber,Pres,Pt,Heart.atrium.right,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Right atrial pressure",mm[Hg],2.54,false,Intrachamber:Pres:Pt:Heart.atrium.right:Qn:
20054-3,"Pressure max setting",Pres,Pt,Ventilator.alarm,Qn,,PULM,2.48,ACTIVE,2,,,"cm H2O","Pressure maximum setting Ventilator alarm",cm[H2O],1.0l,false,"Pressure max setting:Pres:Pt:Ventilator.alarm:Qn:"
20055-0,"Pressure min setting",Pres,Pt,Ventilator.alarm,Qn,,PULM,2.48,ACTIVE,2,,,"cm H2O","Pressure minimum setting Ventilator alarm",cm[H2O],1.0l,false,"Pressure min setting:Pres:Pt:Ventilator.alarm:Qn:"
33445-8,"Tube cuff pressure",Pres,Pt,"Intubation tube",Qn,,PULM,2.70,ACTIVE,2,,,"cm H2O","Tube cuff pressure Intubation tube",cm[H2O],2.09,false,"Tube cuff pressure:Pres:Pt:Intubation tube:Qn:"
20053-5,Pressure,Pres,Pt,Atmosphere,Qn,,PULM,2.48,ACTIVE,2,,,"mm Hg","Atmospheric pressure",mm[Hg],1.0l,false,Pressure:Pres:Pt:Atmosphere:Qn:
58102-5,"Current number of unhealed (non-epithelialized) pressure injuries at each stage",-,Pt,^Patient,-,OASIS-C,PANEL.SURVEY.OASIS,2.68,ACTIVE,4,,,,"Current number of unhealed (non-epithelialized) pressure injuries at each stage [OASIS-C]",,2.29,false,"Current number of unhealed (non-epithelialized) pressure injuries at each stage:-:Pt:^Patient:-:OASIS-C"
52729-1,Diameter.transverse,Len,Pt,"Pressure injury.largest stage 3 or 4",Qn,"CMS Assessment",SURVEY.CMS,2.63,TRIAL,4,Observation,,cm,"Diameter transverse Pressure injury.largest stage 3 or 4 [CMS Assessment]",cm,2.26,false,"Diameter.transverse:Len:Pt:Pressure injury.largest stage 3 or 4:Qn:CMS Assessment"
86746-5,"Dimensions of unhealed stage 3 or 4 pressure injuries or eschar",-,Pt,^Patient,-,"CMS Assessment",PANEL.SURVEY.CMS,2.63,ACTIVE,4,Subset,,,"Dimensions of unhealed stage 3 or 4 pressure injuries or eschar [CMS Assessment]",,2.63,false,"Dimensions of unhealed stage 3 or 4 pressure injuries or eschar:-:Pt:^Patient:-:CMS Assessment"
8434-3,"Intravascular systolic",Pres,Pt,"Coronary sinus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Coronary sinus Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Coronary sinus:Qn:"
8512-6,"Intravascular systolic",Pres,Pt,"Radial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Radial artery:Qn:"
8445-9,"Intravascular systolic",Pres,Pt,"Splenic artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Splenic artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Splenic artery:Qn:"
8462-4,"Intravascular diastolic",Pres,Pt,"Arterial system",Qn,,BP.ATOM,2.70,ACTIVE,2,,,"mm Hg","Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Arterial system:Qn:"
11378-7,"Intravascular systolic",Pres,Enctr^frst,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure at First encounter",mm[Hg],1.0j-a,false,"Intravascular systolic:Pres:Enctr^frst:Arterial system:Qn:"
60984-2,"Intravascular systolic",Pres,Pt,Aorta,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Aorta Systolic blood pressure",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Aorta:Qn:"
76215-3,"Intravascular systolic",Pres,Pt,"Arterial system",Qn,Invasive,BP.MOLEC,2.56,ACTIVE,2,Observation,,"mm Hg","Invasive Systolic blood pressure",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Arterial system:Qn:Invasive"
8435-0,"Intravascular systolic",Pres,Pt,"Ductus arteriosus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ductus arteriosus Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Ductus arteriosus:Qn:"
8437-6,"Intravascular systolic",Pres,Pt,"Mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mesenteric artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Mesenteric artery:Qn:"
46536-9,"Number of pressure injuries - stage 1",Num,Pt,^Patient,Ord,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries - stage 1 Ord [CMS Assessment]",{#},2.19,false,"Number of pressure injuries - stage 1:Num:Pt:^Patient:Ord:CMS Assessment"
57274-3,"Plan of care includes intervention to prevent pressure injuries",Find,Pt,^Patient,Ord,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,,"Plan of care includes intervention to prevent pressure injuries [CMS Assessment]",,2.29,false,"Plan of care includes intervention to prevent pressure injuries:Find:Pt:^Patient:Ord:CMS Assessment"
29056-9,"Pressure device type",Type,Pt,*,Nom,Perimetry,EYE.VISUAL_FIELD,2.27,ACTIVE,2,,,,"Pressure device type Perimetry",,2.00,false,"Pressure device type:Type:Pt:*:Nom:Perimetry"
83288-1,"Unstageable pressure injury due to deep tissue injury not present or at a lesser stage on admission &or reentry",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Unstageable pressure injury due to deep tissue injury not present or at a lesser stage on admission/reentry # [CMS Assessment]",{#},2.61,false,"Unstageable pressure injury due to deep tissue injury not present or at a lesser stage on admission &or reentry:Num:Pt:^Patient:Qn:CMS Assessment"
76539-6,"Cuff pressure.diastolic",Pres,Pt,"Blood pressure device",Qn,,DEVICES,2.54,ACTIVE,2,Observation,,"cm H2O","Blood pressure device Cuff pressure.diastolic",cm[H2O],2.54,false,"Cuff pressure.diastolic:Pres:Pt:Blood pressure device:Qn:"
76538-8,"Cuff pressure.systolic",Pres,Pt,"Blood pressure device",Qn,,DEVICES,2.54,ACTIVE,2,Observation,,"cm H2O","Blood pressure device Cuff pressure.systolic",cm[H2O],2.54,false,"Cuff pressure.systolic:Pres:Pt:Blood pressure device:Qn:"
8478-0,"Intravascular mean",Pres,Pt,"Arterial system",Qn,,BP.ATOM,2.64,ACTIVE,2,,,"mm Hg","Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Arterial system:Qn:"
9855-8,"Blood pressure special circumstances",Type,Pt,^Patient,Nom,,BP.ATOM,2.64,ACTIVE,2,,,,"Blood pressure special circumstances",,1.0i,false,"Blood pressure special circumstances:Type:Pt:^Patient:Nom:"
62691-1,"PhenX - intraocular pressure protocol 110701",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.66,TRIAL,2,,,,"PhenX - intraocular pressure protocol 110701",,2.36,false,"PhenX - intraocular pressure protocol 110701:-:Pt:^Patient:-:PhenX"
41904-4,"Blood pressure measurement site",Anat,Pt,^Patient,Nom,,BP.ATOM,2.66,ACTIVE,2,,,,"Blood pressure measurement site",,2.16,false,"Blood pressure measurement site:Anat:Pt:^Patient:Nom:"
62392-6,"PhenX - blood pressure protocol 040301",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.66,TRIAL,2,,,,"PhenX - blood pressure protocol 040301",,2.36,true,"PhenX - blood pressure protocol 040301:-:Pt:^Patient:-:PhenX"
54888-3,"Date of onset of pressure injuries onset in this facility - oldest or only stage 3",Date,Pt,^Patient,Qn,MDSv3,SURVEY.MDS,2.64,ACTIVE,4,,,MMDDYY,"Date of onset of pressure injuries onset in this facility - oldest or only stage 3 [MDSv3]",,2.27,false,"Date of onset of pressure injuries onset in this facility - oldest or only stage 3:Date:Pt:^Patient:Qn:MDSv3"
54891-7,"Date of onset of pressure injuries onset in this facility - oldest or only stage 4",Date,Pt,^Patient,Qn,MDSv3,SURVEY.MDS,2.64,ACTIVE,4,,,MMDDYY,"Date of onset of pressure injuries onset in this facility - oldest or only stage 4 [MDSv3]",,2.27,false,"Date of onset of pressure injuries onset in this facility - oldest or only stage 4:Date:Pt:^Patient:Qn:MDSv3"
57226-3,Diameter.long,Len,Pt,"Pressure injury.largest stage 3 or 4",Qn,OASIS-C,SURVEY.OASIS,2.63,ACTIVE,4,,,cm,"Longitudinal diameter Pressure injury.largest stage 3 or 4 [OASIS-C]",cm,2.29,false,"Diameter.long:Len:Pt:Pressure injury.largest stage 3 or 4:Qn:OASIS-C"
11377-9,"Intravascular diastolic",Pres,Enctr^frst,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure at First encounter",mm[Hg],1.0j-a,false,"Intravascular diastolic:Pres:Enctr^frst:Arterial system:Qn:"
8380-8,"Intravascular diastolic",Pres,Pt,"Ductus arteriosus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ductus arteriosus Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Ductus arteriosus:Qn:"
8500-1,"Intravascular diastolic",Pres,Pt,"Radial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery Diastolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:Pt:Radial artery:Qn:"
8390-7,"Intravascular diastolic",Pres,Pt,"Splenic artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Splenic artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Splenic artery:Qn:"
8501-9,"Intravascular diastolic",Pres,Pt,"Umbilical artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Umbilical artery Diastolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:Pt:Umbilical artery:Qn:"
8494-7,"Intravascular systolic",Pres,12H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 12 hour minimum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:12H^min:Arterial system:Qn:"
8424-4,"Intravascular systolic",Pres,Pt,Aorta.thoracic.descending,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Descending thoracic aorta Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Aorta.thoracic.descending:Qn:"
76534-7,"Intravascular systolic",Pres,Pt,"Arterial system",Qn,Noninvasive,BP.MOLEC,2.54,ACTIVE,2,Observation,,"cm H2O","Systolic blood pressure by Noninvasive",cm[H2O],2.54,false,"Intravascular systolic:Pres:Pt:Arterial system:Qn:Noninvasive"
8433-5,"Intravascular systolic",Pres,Pt,"Celiac trunk artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Celiac trunk artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Celiac trunk artery:Qn:"
8552-2,"Intravascular systolic",Pres,Pt,"Dorsal penile artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Dorsal penile artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Dorsal penile artery:Qn:"
8510-0,"Intravascular systolic",Pres,Pt,"Femoral artery",Qn,,BP.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Femoral artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Femoral artery:Qn:"
8513-4,"Intravascular systolic",Pres,Pt,"Umbilical artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Umbilical artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Umbilical artery:Qn:"
61005-5,"Intravascular systolic",Pres,Pt,"Umbilical vein",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Umbilical vein Systolic blood pressure",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Umbilical vein:Qn:"
60982-6,"Intravascular diastolic",Pres,Pt,Aorta,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Aorta Diastolic blood pressure",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Aorta:Qn:"
76213-8,"Intravascular diastolic",Pres,Pt,"Arterial system",Qn,Invasive,BP.MOLEC,2.56,ACTIVE,2,Observation,,"mm Hg","Invasive Diastolic blood pressure",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Arterial system:Qn:Invasive"
76535-4,"Intravascular diastolic",Pres,Pt,"Arterial system",Qn,Noninvasive,BP.MOLEC,2.54,ACTIVE,2,Observation,,"cm H2O","Diastolic blood pressure by Noninvasive",cm[H2O],2.54,false,"Intravascular diastolic:Pres:Pt:Arterial system:Qn:Noninvasive"
60986-7,"Intravascular diastolic",Pres,Pt,"Central venous catheter (CVP)",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Central venous pressure (CVP) Diastolic",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Central venous catheter (CVP):Qn:"
8379-0,"Intravascular diastolic",Pres,Pt,"Coronary sinus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Coronary sinus Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Coronary sinus:Qn:"
8382-4,"Intravascular diastolic",Pres,Pt,"Mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mesenteric artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Mesenteric artery:Qn:"
8385-7,"Intravascular diastolic",Pres,Pt,"Pulmonary artery",Qn,,BP.CENT.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Pulmonary artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Pulmonary artery:Qn:"
8483-0,"Intravascular systolic",Pres,10H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 10 hour maximum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:10H^max:Arterial system:Qn:"
8493-9,"Intravascular systolic",Pres,10H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 10 hour minimum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:10H^min:Arterial system:Qn:"
8484-8,"Intravascular systolic",Pres,12H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 12 hour maximum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:12H^max:Arterial system:Qn:"
75997-7,"Intravascular systolic",Pres,Pt,"Arterial system",Qn,CNAP,BP.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Systolic blood pressure by Continuous non-invasive monitoring",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Arterial system:Qn:CNAP"
8479-8,"Intravascular systolic",Pres,Pt,"Arterial system",Qn,Palpation,BP.ATOM,2.66,ACTIVE,2,,,"mm Hg","Systolic blood pressure by palpation",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Arterial system:Qn:Palpation"
8508-4,"Intravascular systolic",Pres,Pt,"Brachial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Brachial artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Brachial artery:Qn:"
60987-5,"Intravascular systolic",Pres,Pt,"Central venous catheter (CVP)",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Central venous pressure (CVP) Systolic",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Central venous catheter (CVP):Qn:"
8440-0,"Intravascular systolic",Pres,Pt,"Pulmonary artery",Qn,,BP.CENT.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Pulmonary artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Pulmonary artery:Qn:"
76288-0,"Intravascular systolic",Pres,Pt,"Pulmonary capillaries",Qn,Estimated,BP.CENT.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Pulmonary capillary Systolic blood pressure",mm[Hg],2.54,false,"Intravascular systolic:Pres:Pt:Pulmonary capillaries:Qn:Estimated"
54886-7,"Number of pressure injuries present upon admission &or reentry - stage 2",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries present upon admission/reentry - stage 2 [CMS Assessment]",{#},2.27,false,"Number of pressure injuries present upon admission &or reentry - stage 2:Num:Pt:^Patient:Qn:CMS Assessment"
54887-5,"Number of pressure injuries present upon admission &or reentry - stage 3",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries present upon admission/reentry - stage 3 [CMS Assessment]",{#},2.27,false,"Number of pressure injuries present upon admission &or reentry - stage 3:Num:Pt:^Patient:Qn:CMS Assessment"
54890-9,"Number of pressure injuries present upon admission &or reentry - stage 4",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries present upon admission/reentry - stage 4 [CMS Assessment]",{#},2.27,false,"Number of pressure injuries present upon admission &or reentry - stage 4:Num:Pt:^Patient:Qn:CMS Assessment"
58214-8,"One or more unhealed pressure injuries stage 1 or higher",Find,Pt,^Patient,Ord,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,,"One or more unhealed pressure injuries stage 1 or higher [CMS Assessment]",,2.29,false,"One or more unhealed pressure injuries stage 1 or higher:Find:Pt:^Patient:Ord:CMS Assessment"
90981-2,"Pressure Ulcer Scale for Healing Tool 3.0 total score",Score,Pt,^Patient,Qn,PUSH,SURVEY.GNHLTH,2.65,ACTIVE,4,Observation,"Copyright © 1998 National Pressure Ulcer Advisory Panel Used with permission. It is understood that the name of the instrument and the indication that the copyright belongs to the National Pressure Ulcer Advisory Panel remain on any copies and that you do not make any changes to the wording or scoring of this tool.",score,"Pressure Ulcer Scale for Healing (PUSH) Tool 3.0 total score [PUSH]",{score},2.65,false,"Pressure Ulcer Scale for Healing Tool 3.0 total score:Score:Pt:^Patient:Qn:PUSH"
58122-3,"Resident has one or more unhealed pressure injuries at stage 1 or higher",Find,Pt,^Patient,Ord,MDSv3,SURVEY.MDS,2.64,ACTIVE,4,,,,"Resident has one or more unhealed pressure injuries at stage 1 or higher [MDSv3]",,2.29,false,"Resident has one or more unhealed pressure injuries at stage 1 or higher:Find:Pt:^Patient:Ord:MDSv3"
67087-7,"There is too much pressure on you to be like other people",Find,Pt,^Patient,Ord,PhenX,PHENX,2.65,TRIAL,2,,,,"There is too much pressure on you to be like other people [PhenX]",,2.38,false,"There is too much pressure on you to be like other people:Find:Pt:^Patient:Ord:PhenX"
52730-9,"Undermining or tunneling present",Find,Pt,"Pressure injury.stage 3 or 4",Ord,CARE,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Undermining or tunneling present Pressure injury.stage 3 or 4 [CARE]",,2.26,false,"Undermining or tunneling present:Find:Pt:Pressure injury.stage 3 or 4:Ord:CARE"
20059-2,"Pressure.airway^at zero inspiratory flow on ventilator",Pres,Pt,"Respiratory system.airway",Qn,"Airway pressure monitor",PULM,2.48,ACTIVE,2,,,"cm H2O","Airway pressure by Airway pressure monitor --at zero inspiratory flow on ventilator",cm[H2O],1.0l,false,"Pressure.airway^at zero inspiratory flow on ventilator:Pres:Pt:Respiratory system.airway:Qn:Airway pressure monitor"
55284-4,"Blood pressure systolic & diastolic",-,Pt,"Arterial system",-,,BP.ATOM,2.44,DISCOURAGED,2,,,,"Blood pressure systolic and diastolic",,2.27,false,"Blood pressure systolic & diastolic:-:Pt:Arterial system:-:"
34538-9,"Orthostatic blood pressure",PressDiff,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.48,ACTIVE,2,,,"mm Hg","Orthostatic blood pressure",mm[Hg],2.10,false,"Orthostatic blood pressure:PressDiff:Pt:Arterial system:Qn:"
20052-7,Pressure,Pres,Pt,Atmosphere,Qn,"Mercury column",PULM,2.48,ACTIVE,2,,,"mm Hg","Pressure Atmosphere by Mercury column",mm[Hg],1.0l,false,"Pressure:Pres:Pt:Atmosphere:Qn:Mercury column"
29138-5,"Pressure device type",Txt,Pt,*,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Pressure device type [Text] Perimetry",,2.00,false,"Pressure device type:Txt:Pt:*:Nar:Perimetry"
99731-2,"Pressure drop",PressDiff,Pt,"Renal replacement therapy circuit",Qn,,CLIN,2.72,ACTIVE,2,Observation,,"mm Hg","Pressure drop Renal replacement therapy circuit",mm[Hg],2.72,false,"Pressure drop:PressDiff:Pt:Renal replacement therapy circuit:Qn:"
50403-5,"Blood pressure systolic & diastolic^pre transfusion",Pres,Pt,"Arterial system",Qn,,BP.ATOM,2.48,ACTIVE,2,Observation,,"mm Hg","Blood pressure systolic and diastolic--before transfusion",mm[Hg],2.22,false,"Blood pressure systolic & diastolic^pre transfusion:Pres:Pt:Arterial system:Qn:"
60983-4,"Intravascular mean",Pres,Pt,Aorta,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Aorta Mean blood pressure",mm[Hg],2.54,false,"Intravascular mean:Pres:Pt:Aorta:Qn:"
8408-7,"Intravascular mean",Pres,Pt,"Coronary sinus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Coronary sinus Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Coronary sinus:Qn:"
8506-8,"Intravascular mean",Pres,Pt,"Radial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Radial artery:Qn:"
76214-6,"Intravascular mean",Pres,Pt,"Arterial system",Qn,Invasive,BP.MOLEC,2.56,ACTIVE,2,Observation,,"mm Hg","Invasive Mean blood pressure",mm[Hg],2.54,false,"Intravascular mean:Pres:Pt:Arterial system:Qn:Invasive"
8591-0,"Intravascular mean",Pres,Pt,BldCV,Qn,,BP.VENOUS.MOLEC,2.70,ACTIVE,2,,,"mm Hg","Central venous pressure (CVP) Mean",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:BldCV:Qn:"
8409-5,"Intravascular mean",Pres,Pt,"Ductus arteriosus",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ductus arteriosus Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Ductus arteriosus:Qn:"
8411-1,"Intravascular mean",Pres,Pt,"Mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mesenteric artery Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Mesenteric artery:Qn:"
8419-4,"Intravascular mean",Pres,Pt,"Splenic artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Splenic artery Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Splenic artery:Qn:"
60951-1,"Pressure max^during inspiration",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.70,ACTIVE,2,,,"cm H2O","Pressure max Respiratory system airway --during inspiration",cm[H2O],2.54,false,"Pressure max^during inspiration:Pres:Pt:Respiratory system.airway:Qn:"
60952-9,"Pressure mean^during inspiration",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.70,ACTIVE,2,Both,,"cm H2O","Mean airway pressure --during inspiration",cm[H2O],2.54,false,"Pressure mean^during inspiration:Pres:Pt:Respiratory system.airway:Qn:"
86270-6,"Current number of unhealed pressure injuries at each stage - follow-up or discharge",-,Pt,^Patient,-,"CMS Assessment",PANEL.SURVEY.CMS,2.64,ACTIVE,4,Subset,,,"Current number of unhealed pressure injuries at each stage - follow-up or discharge [CMS Assessment]",,2.63,false,"Current number of unhealed pressure injuries at each stage - follow-up or discharge:-:Pt:^Patient:-:CMS Assessment"
52728-3,Diameter.any.max,Len,Pt,"Pressure injury.largest stage 3 or 4",Qn,"CMS Assessment",SURVEY.CMS,2.63,TRIAL,4,Observation,,cm,"Diameter.any.max Pressure injury.largest stage 3 or 4 [CMS Assessment]",cm,2.26,false,"Diameter.any.max:Len:Pt:Pressure injury.largest stage 3 or 4:Qn:CMS Assessment"
8467-3,"Intravascular diastolic",Pres,24H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 24 hour maximum",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:24H^max:Arterial system:Qn:"
8464-0,"Intravascular diastolic",Pres,8H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 8 hour maximum",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:8H^max:Arterial system:Qn:"
8369-1,"Intravascular diastolic",Pres,Pt,Aorta.thoracic.descending,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Descending thoracic aorta Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Aorta.thoracic.descending:Qn:"
8384-0,"Intravascular diastolic",Pres,Pt,"Superior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Superior mesenteric artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Superior mesenteric artery:Qn:"
8393-1,"Intravascular end diastolic",Pres,Pt,"Pulmonary artery",Qn,,BP.CENT.MOLEC,2.67,ACTIVE,2,,,"mm Hg","Pulmonary artery End diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular end diastolic:Pres:Pt:Pulmonary artery:Qn:"
