LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
74458-1,"Large unstained cells/100 leukocytes",NFr,Pt,Bld^Fetus,Qn,"Automated count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Large unstained cells/100 leukocytes in Blood from Fetus by Automated count",%,2.46,false,"Large unstained cells/100 leukocytes:NFr:Pt:Bld^Fetus:Qn:Automated count"
75355-8,"Other cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Other cells/100 leukocytes in Synovial fluid by Manual count",%,2.50,false,"Other cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
33765-9,Leukocytes,NCnc,Pt,"^BPU.platelet pheresis",Qn,"Automated count",BLDBK,2.72,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Blood Product unit.platelet pheresis by Automated count",10*3/uL,2.09,false,"Leukocytes:NCnc:Pt:^BPU.platelet pheresis:Qn:Automated count"
99051-5,Leukocytes,NCnc,Pt,BAL,Qn,"Manual count",HEM/BC,2.72,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Bronchoalveolar lavage by Manual count",10*9/L,2.72,false,"Leukocytes:NCnc:Pt:BAL:Qn:Manual count"
14810-6,Leukocytes,NCnc,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.19,ACTIVE,1,Observation,,,"Leukocytes [#/volume] in Bronchial specimen by Manual count",,1.0k,false,"Leukocytes:NCnc:Pt:Bronchial:Qn:Manual count"
98020-1,Leukocytes,NCnc,Pt,Respiratory.lower,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,/uL,"Leukocytes [#/volume] in Lower respiratory specimen by Manual count",/uL,2.70,false,"Leukocytes:NCnc:Pt:Respiratory.lower:Qn:Manual count"
51487-7,Leukocytes,NCnc,Pt,Urine,Qn,"Automated count",UA,2.42,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Urine by Automated count",/uL,2.22,false,"Leukocytes:NCnc:Pt:Urine:Qn:Automated count"
24122-4,Leukocytes,NCnc,Pt,Urine,Qn,"Manual count",UA,2.42,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Urine by Manual count",/uL,1.0o,false,"Leukocytes:NCnc:Pt:Urine:Qn:Manual count"
12234-1,"Mesothelial cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
57850-0,"Mesothelial cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Synovial fluid by Manual count",%,2.36,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71640-7,"Mesothelial cells/leukocytes",NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Mesothelial cells/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Mesothelial cells/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
66132-2,"Mononuclear+Mesothelial cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear+Mesothelial cells/100 leukocytes in Body fluid by Manual count",%,2.38,false,"Mononuclear+Mesothelial cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
71696-9,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Body fluid by Automated count",%,2.40,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Body fld:Qn:Automated count"
9306-2,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Body fluid by Manual count",%,1.0i,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
12244-0,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0j-a,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
66147-0,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Plr fld^Fetus",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Pleural fluid from Fetus by Manual count",%,2.38,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Plr fld^Fetus:Qn:Manual count"
14376-8,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Synovial fluid by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
33256-9,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,Bld,Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count",10*3/uL,2.09,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:Bld:Qn:Automated count"
58413-6,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,Bld,Qn,"Automated count",HEM/BC,2.42,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count",%,2.30,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Bld:Qn:Automated count"
18309-5,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,Bld,Qn,"Manual count",HEM/BC,2.38,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count",%,1.0l,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Bld:Qn:Manual count"
77355-6,"Non-hematopoietic stem cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.52,ACTIVE,1,Observation,,%,"Non-hematopoietic stem cells/100 leukocytes in Body fluid by Manual count",%,2.52,false,"Non-hematopoietic stem cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
77356-4,"Non-hematopoietic stem cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.52,ACTIVE,1,Observation,,%,"Non-hematopoietic stem cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.52,false,"Non-hematopoietic stem cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
95217-6,"Erythrocytes.nucleated/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Erythrocytes.nucleated/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
41282-5,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid by Manual count",/100{WBCs},2.15,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Body fld:Qn:Manual count"
40631-4,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Manual count",/100{WBCs},2.15,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:CSF:Qn:Manual count"
30405-5,Leukocytes,NCnc,Pt,Urine,Qn,,UA,2.70,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Urine",/uL,2.04,false,Leukocytes:NCnc:Pt:Urine:Qn:
33768-3,"Leukocyte clumps",NCnc,Pt,Urine,Qn,"Automated count",UA,2.70,ACTIVE,1,Observation,,/uL,"Leukocyte clumps [#/volume] in Urine by Automated count",/uL,2.09,false,"Leukocyte clumps:NCnc:Pt:Urine:Qn:Automated count"
99776-7,Leukocytes,NCnc,Pt,BAL,Qn,"Automated count",HEM/BC,2.72,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Bronchoalveolar lavage by Automated count",10*9/L,2.72,false,"Leukocytes:NCnc:Pt:BAL:Qn:Automated count"
68368-0,Leukocytes,NCnc,Pt,"Dial fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Dialysis fluid by Automated count",10*3/uL,2.38,false,"Leukocytes:NCnc:Pt:Dial fld:Qn:Automated count"
57847-6,Leukocytes,NCnc,Pt,"Dial fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Dialysis fluid by Manual count",10*3/uL,2.29,false,"Leukocytes:NCnc:Pt:Dial fld:Qn:Manual count"
14373-5,Leukocytes,NCnc,Pt,"Gast fld",Qn,"Manual count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Gastric fluid by Manual count",10*3/uL,1.0k,false,"Leukocytes:NCnc:Pt:Gast fld:Qn:Manual count"
57846-8,Leukocytes,NCnc,Pt,"Pericard fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Pericardial fluid by Automated count",10*3/uL,2.29,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:Automated count"
14811-4,Leukocytes,NCnc,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Pericardial fluid by Manual count",/uL,1.0k,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:Manual count"
809-4,Leukocytes,NCnc,Pt,"Periton fld",Qn,"Automated count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Peritoneal fluid by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:Automated count"
810-2,Leukocytes,NCnc,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Peritoneal fluid by Manual count",/uL,1.0,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:Manual count"
807-8,Leukocytes,NCnc,Pt,"Plr fld",Qn,"Automated count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Pleural fluid by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Plr fld:Qn:Automated count"
808-6,Leukocytes,NCnc,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.40,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Pleural fluid by Manual count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Plr fld:Qn:Manual count"
811-0,Leukocytes,NCnc,Pt,Semen,Qn,"Automated count",FERT,2.42,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Semen by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Semen:Qn:Automated count"
812-8,Leukocytes,NCnc,Pt,Semen,Qn,"Manual count",FERT,2.42,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Semen by Manual count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Semen:Qn:Manual count"
13349-6,Leukocytes,NCnc,Pt,Stool,Qn,"Manual count",HEM/BC,2.52,ACTIVE,1,Both,,/mL,"Leukocytes [#/volume] in Stool by Manual count",/mL,1.0j-a,false,"Leukocytes:NCnc:Pt:Stool:Qn:Manual count"
20584-9,Leukocytes,NCnc,Pt,XXX,Qn,"Automated count",CELLMARK,2.70,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Specimen by Automated count",10*3/uL,1.0m,false,"Leukocytes:NCnc:Pt:XXX:Qn:Automated count"
68430-8,"Leukocytes other",NCnc,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Pleural fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Plr fld:Qn:Manual count"
14773-6,"Granulocytes/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Granulocytes/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Granulocytes/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14709-0,"Eosinophils/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Eosinophils/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
32014-3,"Eosinophils/100 leukocytes",NFr,Pt,Urine,Qn,"Manual count",UA,2.63,ACTIVE,1,Both,,%,"Eosinophils/100 leukocytes in Urine by Manual count",%,2.07,false,"Eosinophils/100 leukocytes:NFr:Pt:Urine:Qn:Manual count"
14823-9,"Macrophages/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Macrophages/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
40544-9,"Monocytes/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Bronchial specimen by Manual count",%,2.15,false,"Monocytes/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
17287-4,"Monocytes/100 leukocytes",NFr,Pt,Urine,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Urine by Manual count",%,1.0l,false,"Monocytes/100 leukocytes:NFr:Pt:Urine:Qn:Manual count"
14625-8,"Basophils/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Basophils/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
21094-8,"Basophils/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Sputum by Manual count",%,1.0m,false,"Basophils/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
47281-1,Leukocytes,NCnc,Pt,BldCo,Qn,,HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Cord blood",10*3/uL,2.19,false,Leukocytes:NCnc:Pt:BldCo:Qn:
70040-1,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Synovial fluid by Automated count",%,2.40,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Automated count"
71617-5,"Polymorphonuclear cells/leukocytes",NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Polymorphonuclear cells/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Polymorphonuclear cells/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
804-5,Leukocytes,NCnc,Pt,Bld,Qn,"Manual count",HEM/BC,2.40,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Blood by Manual count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Bld:Qn:Manual count"
66768-3,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,BldCo,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Cord blood",10*3/uL,2.38,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:BldCo:Qn:"
38184-8,"Basophils/100 leukocytes",NFr,Pt,"Amnio fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Amniotic fluid by Manual count",%,2.13,false,"Basophils/100 leukocytes:NFr:Pt:Amnio fld:Qn:Manual count"
53516-1,"Basophils/100 leukocytes",NFr,Pt,"Dial fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Both,,%,"Basophils/100 leukocytes in Dialysis fluid by Manual count",%,2.26,false,"Basophils/100 leukocytes:NFr:Pt:Dial fld:Qn:Manual count"
31994-7,"Basophils/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Pericardial fluid by Manual count",%,2.07,false,"Basophils/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
31996-2,"Basophils/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Peritoneal fluid by Manual count",%,2.07,false,"Basophils/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
95214-3,"Blasts/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Blasts/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
95222-6,"Monocytes/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Monocytes/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
40525-8,"Monocytes/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Pericardial fluid by Manual count",%,2.15,false,"Monocytes/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
13835-4,"Monocytes/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Peritoneal fluid by Manual count",%,1.0k,false,"Monocytes/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
40521-7,"Monocytes/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Pleural fluid by Manual count",%,2.15,false,"Monocytes/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
68423-3,"Monocytes/100 leukocytes",NFr,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,%,"Monocytes/100 leukocytes in Vitreous fluid by Manual count",%,2.38,false,"Monocytes/100 leukocytes:NFr:Pt:Vitr fld:Qn:Manual count"
71633-2,Monocytes/leukocytes,NFr.DF,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Periton fld:Qn:Manual count"
71614-2,Monocytes/leukocytes,NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
95841-3,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.69,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Sputum by Manual count",%,2.69,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
50724-4,"Lymphoblasts/100 leukocytes",NFr,Pt,"Bone mar",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphoblasts/100 leukocytes in Bone marrow by Manual count",%,2.22,false,"Lymphoblasts/100 leukocytes:NFr:Pt:Bone mar:Qn:Manual count"
95216-8,"Eosinophils/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Eosinophils/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
32013-5,"Eosinophils/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Pericardial fluid by Manual count",%,2.07,false,"Eosinophils/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
14343-8,"Eosinophils/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Peritoneal fluid by Manual count",%,1.0k,false,"Eosinophils/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
14344-6,"Eosinophils/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Pleural fluid by Manual count",%,1.0k,false,"Eosinophils/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
10327-5,"Eosinophils/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Sputum by Manual count",%,1.0i,false,"Eosinophils/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
14326-3,"Eosinophils/100 leukocytes",NFr,Pt,Stool,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Stool by Manual count",%,1.0k,false,"Eosinophils/100 leukocytes:NFr:Pt:Stool:Qn:Manual count"
12210-1,"Eosinophils/100 leukocytes",NFr,Pt,"Urine sed",Qn,"Manual count",UA,2.70,ACTIVE,1,Both,,%,"Eosinophils/100 leukocytes in Urine sediment by Manual count",%,1.0j-a,false,"Eosinophils/100 leukocytes:NFr:Pt:Urine sed:Qn:Manual count"
71596-1,Eosinophils/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
14819-7,"Lymphocytes/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14818-9,"Lymphocytes/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Pericardial fluid by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
14821-3,"Lymphocytes/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Peritoneal fluid by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
14820-5,"Lymphocytes/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Pleural fluid by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
95842-1,"Lymphocytes/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.69,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Sputum by Manual count",%,2.69,false,"Lymphocytes/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
71597-9,Lymphocytes/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Lymphocytes/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Lymphocytes/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
51621-1,"Macrophages/100 leukocytes",NFr,Pt,"Dial fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Dialysis fluid by Manual count",%,2.24,false,"Macrophages/100 leukocytes:NFr:Pt:Dial fld:Qn:Manual count"
40524-1,"Macrophages/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Pericardial fluid by Manual count",%,2.15,false,"Macrophages/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
40517-5,"Macrophages/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Peritoneal fluid by Manual count",%,2.15,false,"Macrophages/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
40520-9,"Macrophages/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Pleural fluid by Manual count",%,2.15,false,"Macrophages/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
68412-6,"Macrophages/100 leukocytes",NFr,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,%,"Macrophages/100 leukocytes in Vitreous fluid by Manual count",%,2.38,false,"Macrophages/100 leukocytes:NFr:Pt:Vitr fld:Qn:Manual count"
71594-6,Macrophages/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
71600-1,Macrophages/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
71628-2,Macrophages/leukocytes,NFr.DF,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Periton fld:Qn:Manual count"
